# T           n_e           n_H           n_ion         rho           FHI           FHII          mu            Losses (L)    L/(n^2)       L_5007        LHalpha       0.1-0.5keV    0.5-1.0keV    1.0-2.0keV    2.0-10.0keV
# (K)         (/cm^3)       (/cm^3)       (/cm^3)       (g/cm^3)                                  (amu)         (erg/cm^3/s)  (erg cm^3/s)  (erg cm^3/s)  (erg cm^3/s)  (fraction)    (fraction)    (fraction)    (fraction)
2.55510E+03   8.90780E-01   3.53410E+00   3.83860E+00   8.02209E-24   7.77730E-01   2.22270E-01   1.01910E+00   5.61860E-24   2.51201E-25   0.00000E+00   3.74854E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.49530E+03   8.93950E-01   3.63560E+00   3.94890E+00   8.25253E-24   7.83330E-01   2.16670E-01   1.02390E+00   5.75917E-24   2.45564E-25   0.00000E+00   3.66849E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.43640E+03   8.97230E-01   3.74040E+00   4.06270E+00   8.49036E-24   7.88790E-01   2.11210E-01   1.02860E+00   5.90679E-24   2.40106E-25   0.00000E+00   3.59021E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.37840E+03   9.00650E-01   3.84860E+00   4.18020E+00   8.73584E-24   7.94100E-01   2.05900E-01   1.03320E+00   6.06178E-24   2.34821E-25   0.00000E+00   3.51373E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.32140E+03   9.04210E-01   3.96020E+00   4.30140E+00   8.98922E-24   7.99270E-01   2.00730E-01   1.03770E+00   6.22462E-24   2.29704E-25   0.00000E+00   3.43908E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.26530E+03   9.07920E-01   4.07550E+00   4.42660E+00   9.25077E-24   8.04300E-01   1.95700E-01   1.04210E+00   6.39552E-24   2.24745E-25   0.00000E+00   3.36629E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.21020E+03   9.11800E-01   4.19440E+00   4.55580E+00   9.52076E-24   8.09190E-01   1.90810E-01   1.04650E+00   6.57474E-24   2.19933E-25   0.00000E+00   3.29538E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.15600E+03   9.15850E-01   4.31720E+00   4.68910E+00   9.79946E-24   8.13940E-01   1.86060E-01   1.05080E+00   6.76277E-24   2.15266E-25   0.00000E+00   3.22634E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.10270E+03   9.20070E-01   4.44400E+00   4.82680E+00   1.00872E-23   8.18560E-01   1.81440E-01   1.05500E+00   6.95997E-24   2.10737E-25   0.00000E+00   3.15920E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.05050E+03   9.24490E-01   4.57480E+00   4.96900E+00   1.03842E-23   8.23050E-01   1.76950E-01   1.05910E+00   7.16674E-24   2.06339E-25   0.00000E+00   3.09393E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.99910E+03   9.29110E-01   4.70990E+00   5.11570E+00   1.06908E-23   8.27400E-01   1.72600E-01   1.06310E+00   7.38344E-24   2.02066E-25   0.00000E+00   3.03054E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.94870E+03   9.33940E-01   4.84940E+00   5.26720E+00   1.10074E-23   8.31630E-01   1.68370E-01   1.06700E+00   7.61047E-24   1.97912E-25   0.00000E+00   2.96901E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.89930E+03   9.38980E-01   4.99340E+00   5.42360E+00   1.13342E-23   8.35740E-01   1.64260E-01   1.07090E+00   7.84821E-24   1.93870E-25   0.00000E+00   2.90932E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.85080E+03   9.44240E-01   5.14200E+00   5.58500E+00   1.16715E-23   8.39730E-01   1.60270E-01   1.07470E+00   8.09708E-24   1.89934E-25   0.00000E+00   2.85145E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.80330E+03   9.49730E-01   5.29550E+00   5.75170E+00   1.20198E-23   8.43590E-01   1.56410E-01   1.07830E+00   8.35746E-24   1.86098E-25   0.00000E+00   2.79538E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.75670E+03   9.55460E-01   5.45390E+00   5.92370E+00   1.23794E-23   8.47340E-01   1.52660E-01   1.08190E+00   8.62977E-24   1.82357E-25   0.00000E+00   2.74107E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.71100E+03   9.61430E-01   5.61740E+00   6.10140E+00   1.27505E-23   8.50980E-01   1.49020E-01   1.08550E+00   8.91443E-24   1.78706E-25   0.00000E+00   2.68849E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.66630E+03   9.67650E-01   5.78620E+00   6.28470E+00   1.31337E-23   8.54520E-01   1.45480E-01   1.08890E+00   9.21186E-24   1.75140E-25   0.00000E+00   2.63760E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.62250E+03   9.74120E-01   5.96050E+00   6.47400E+00   1.35293E-23   8.57940E-01   1.42060E-01   1.09230E+00   9.52245E-24   1.71653E-25   0.00000E+00   2.58836E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.57960E+03   9.80850E-01   6.14040E+00   6.66940E+00   1.39376E-23   8.61260E-01   1.38740E-01   1.09550E+00   9.84681E-24   1.68244E-25   0.00000E+00   2.54075E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.53770E+03   9.87850E-01   6.32610E+00   6.87120E+00   1.43592E-23   8.64490E-01   1.35510E-01   1.09870E+00   1.01852E-23   1.64905E-25   0.00000E+00   2.49470E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.49660E+03   9.95110E-01   6.51790E+00   7.07940E+00   1.47943E-23   8.67610E-01   1.32390E-01   1.10190E+00   1.05381E-23   1.61634E-25   0.00000E+00   2.45018E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.45650E+03   1.00260E+00   6.71570E+00   7.29430E+00   1.52434E-23   8.70650E-01   1.29350E-01   1.10490E+00   1.09060E-23   1.58426E-25   0.00000E+00   2.40714E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.41730E+03   1.01050E+00   6.92000E+00   7.51620E+00   1.57070E-23   8.73590E-01   1.26410E-01   1.10790E+00   1.12892E-23   1.55278E-25   0.00000E+00   2.36554E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.37890E+03   1.01850E+00   7.13080E+00   7.74520E+00   1.61855E-23   8.76440E-01   1.23560E-01   1.11080E+00   1.16883E-23   1.52187E-25   0.00000E+00   2.32534E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.34150E+03   1.02690E+00   7.34840E+00   7.98150E+00   1.66794E-23   8.79220E-01   1.20780E-01   1.11360E+00   1.21036E-23   1.49148E-25   0.00000E+00   2.28647E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.30490E+03   1.03560E+00   7.57300E+00   8.22550E+00   1.71892E-23   8.81900E-01   1.18100E-01   1.11640E+00   1.25358E-23   1.46162E-25   0.00000E+00   2.24891E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.26920E+03   1.04450E+00   7.80480E+00   8.47720E+00   1.77153E-23   8.84510E-01   1.15490E-01   1.11910E+00   1.29853E-23   1.43224E-25   0.00000E+00   2.21260E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.23430E+03   1.05370E+00   8.04410E+00   8.73710E+00   1.82583E-23   8.87050E-01   1.12950E-01   1.12170E+00   1.34523E-23   1.40332E-25   0.00000E+00   2.17750E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.20020E+03   1.06330E+00   8.29100E+00   9.00530E+00   1.88187E-23   8.89510E-01   1.10490E-01   1.12430E+00   1.39374E-23   1.37484E-25   0.00000E+00   2.14357E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.16700E+03   1.07310E+00   8.54580E+00   9.28200E+00   1.93970E-23   8.91900E-01   1.08100E-01   1.12680E+00   1.44413E-23   1.34678E-25   0.00000E+00   2.11076E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.13460E+03   1.08320E+00   8.80870E+00   9.56760E+00   1.99938E-23   8.94220E-01   1.05780E-01   1.12930E+00   1.49642E-23   1.31913E-25   0.00000E+00   2.07902E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.10300E+03   1.09360E+00   9.08010E+00   9.86230E+00   2.06097E-23   8.96480E-01   1.03520E-01   1.13170E+00   1.55067E-23   1.29187E-25   0.00000E+00   2.04831E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.07220E+03   1.10430E+00   9.36010E+00   1.01660E+01   2.12453E-23   8.98670E-01   1.01330E-01   1.13400E+00   1.60691E-23   1.26498E-25   0.00000E+00   2.01860E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.04220E+03   1.11540E+00   9.64900E+00   1.04800E+01   2.19011E-23   9.00800E-01   9.92022E-02   1.13630E+00   1.66520E-23   1.23844E-25   0.00000E+00   1.98984E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.01290E+03   1.12670E+00   9.94720E+00   1.08040E+01   2.25778E-23   9.02870E-01   9.71306E-02   1.13850E+00   1.72557E-23   1.21225E-25   0.00000E+00   1.96199E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
9.84370E+02   1.13830E+00   1.02550E+01   1.11380E+01   2.32760E-23   9.04880E-01   9.51160E-02   1.14070E+00   1.78806E-23   1.18639E-25   0.00000E+00   1.93328E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
9.56570E+02   1.15020E+00   1.05720E+01   1.14830E+01   2.39965E-23   9.06840E-01   9.31561E-02   1.14280E+00   1.85270E-23   1.16084E-25   0.00000E+00   1.90405E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
9.29500E+02   1.16250E+00   1.09000E+01   1.18390E+01   2.47398E-23   9.08750E-01   9.12489E-02   1.14490E+00   1.91952E-23   1.13559E-25   0.00000E+00   1.87570E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
9.03140E+02   1.17500E+00   1.12380E+01   1.22060E+01   2.55067E-23   9.10610E-01   8.93924E-02   1.14700E+00   1.98855E-23   1.11064E-25   0.00000E+00   1.84820E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
8.77470E+02   1.18790E+00   1.15860E+01   1.25840E+01   2.62980E-23   9.12420E-01   8.75848E-02   1.14890E+00   2.05980E-23   1.08596E-25   0.00000E+00   1.82149E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
8.52470E+02   1.20100E+00   1.19460E+01   1.29750E+01   2.71142E-23   9.14180E-01   8.58243E-02   1.15090E+00   2.13330E-23   1.06155E-25   0.00000E+00   1.79554E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
8.28150E+02   1.21450E+00   1.23170E+01   1.33780E+01   2.79563E-23   9.15890E-01   8.41089E-02   1.15280E+00   2.20905E-23   1.03740E-25   0.00000E+00   1.77031E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
8.04470E+02   1.22820E+00   1.27000E+01   1.37940E+01   2.88250E-23   9.17560E-01   8.24371E-02   1.15470E+00   2.28704E-23   1.01350E-25   0.00000E+00   1.74577E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.81430E+02   1.24230E+00   1.30940E+01   1.42230E+01   2.97211E-23   9.19190E-01   8.08071E-02   1.15650E+00   2.36729E-23   9.89834E-26   0.00000E+00   1.72188E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.59020E+02   1.25660E+00   1.35020E+01   1.46650E+01   3.06454E-23   9.20780E-01   7.92174E-02   1.15830E+00   2.44976E-23   9.66400E-26   0.00000E+00   1.69860E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.37220E+02   1.27130E+00   1.39220E+01   1.51210E+01   3.15988E-23   9.22330E-01   7.76663E-02   1.16000E+00   2.53444E-23   9.43188E-26   0.00000E+00   1.67591E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
7.16010E+02   1.28620E+00   1.43550E+01   1.55920E+01   3.25821E-23   9.23850E-01   7.61524E-02   1.16170E+00   2.62128E-23   9.20192E-26   0.00000E+00   1.65375E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.95390E+02   1.30140E+00   1.48020E+01   1.60770E+01   3.35963E-23   9.25330E-01   7.46742E-02   1.16340E+00   2.71025E-23   8.97404E-26   0.00000E+00   1.63211E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.75330E+02   1.31690E+00   1.52630E+01   1.65780E+01   3.46423E-23   9.26770E-01   7.32303E-02   1.16500E+00   2.80128E-23   8.74819E-26   0.00000E+00   1.61095E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.55840E+02   1.33270E+00   1.57380E+01   1.70940E+01   3.57209E-23   9.28180E-01   7.18192E-02   1.16660E+00   2.89430E-23   8.52435E-26   0.00000E+00   1.59023E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.36880E+02   1.34880E+00   1.62280E+01   1.76260E+01   3.68333E-23   9.29560E-01   7.04398E-02   1.16820E+00   2.98923E-23   8.30243E-26   0.00000E+00   1.56992E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.18460E+02   1.36510E+00   1.67330E+01   1.81750E+01   3.79803E-23   9.30910E-01   6.90907E-02   1.16980E+00   3.08597E-23   8.08242E-26   0.00000E+00   1.55000E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
6.00560E+02   1.38170E+00   1.72540E+01   1.87410E+01   3.91630E-23   9.32230E-01   6.77706E-02   1.17130E+00   3.18440E-23   7.86429E-26   0.00000E+00   1.53043E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.83160E+02   1.39850E+00   1.77920E+01   1.93240E+01   4.03824E-23   9.33520E-01   6.64784E-02   1.17280E+00   3.28438E-23   7.64801E-26   0.00000E+00   1.51118E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.66250E+02   1.41560E+00   1.83460E+01   1.99260E+01   4.16397E-23   9.34790E-01   6.52128E-02   1.17430E+00   3.38578E-23   7.43362E-26   0.00000E+00   1.49222E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.49820E+02   1.43290E+00   1.89170E+01   2.05460E+01   4.29359E-23   9.36030E-01   6.39728E-02   1.17570E+00   3.48847E-23   7.22117E-26   0.00000E+00   1.47352E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.33870E+02   1.45040E+00   1.95050E+01   2.11860E+01   4.42722E-23   9.37240E-01   6.27572E-02   1.17710E+00   3.59225E-23   7.01061E-26   0.00000E+00   1.45505E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.18370E+02   1.46810E+00   2.01120E+01   2.18450E+01   4.56497E-23   9.38430E-01   6.15651E-02   1.17850E+00   3.69686E-23   6.80189E-26   0.00000E+00   1.43678E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
5.03310E+02   1.48600E+00   2.07380E+01   2.25250E+01   4.70695E-23   9.39600E-01   6.03953E-02   1.17990E+00   3.80211E-23   6.59508E-26   0.00000E+00   1.41869E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.88690E+02   1.50410E+00   2.13830E+01   2.32250E+01   4.85330E-23   9.40750E-01   5.92468E-02   1.18120E+00   3.90779E-23   6.39026E-26   0.00000E+00   1.40074E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.74490E+02   1.52240E+00   2.20470E+01   2.39470E+01   5.00413E-23   9.41880E-01   5.81187E-02   1.18260E+00   4.01364E-23   6.18747E-26   0.00000E+00   1.38291E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.60700E+02   1.54080E+00   2.27320E+01   2.46910E+01   5.15958E-23   9.42990E-01   5.70100E-02   1.18390E+00   4.11939E-23   5.98676E-26   0.00000E+00   1.36516E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.47310E+02   1.55930E+00   2.34380E+01   2.54570E+01   5.31978E-23   9.44080E-01   5.59199E-02   1.18520E+00   4.22475E-23   5.78821E-26   0.00000E+00   1.34748E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.34310E+02   1.57790E+00   2.41650E+01   2.62470E+01   5.48485E-23   9.45150E-01   5.48474E-02   1.18650E+00   4.32940E-23   5.59187E-26   0.00000E+00   1.32983E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.21690E+02   1.59660E+00   2.49150E+01   2.70610E+01   5.65494E-23   9.46210E-01   5.37916E-02   1.18770E+00   4.43303E-23   5.39783E-26   0.00000E+00   1.31218E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
4.09440E+02   1.61530E+00   2.56870E+01   2.79000E+01   5.83019E-23   9.47250E-01   5.27518E-02   1.18900E+00   4.53529E-23   5.20617E-26   0.00000E+00   1.29452E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.97550E+02   1.63400E+00   2.64820E+01   2.87640E+01   6.01074E-23   9.48270E-01   5.17271E-02   1.19020E+00   4.63583E-23   5.01698E-26   0.00000E+00   1.27681E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.86010E+02   1.65280E+00   2.73020E+01   2.96540E+01   6.19674E-23   9.49280E-01   5.07167E-02   1.19140E+00   4.73427E-23   4.83036E-26   0.00000E+00   1.25902E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.74810E+02   1.67150E+00   2.81460E+01   3.05710E+01   6.38834E-23   9.50280E-01   4.97199E-02   1.19260E+00   4.83025E-23   4.64641E-26   0.00000E+00   1.24114E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.63940E+02   1.69020E+00   2.90150E+01   3.15150E+01   6.58570E-23   9.51260E-01   4.87359E-02   1.19380E+00   4.92335E-23   4.46523E-26   0.00000E+00   1.22313E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.53390E+02   1.70870E+00   2.99110E+01   3.24880E+01   6.78897E-23   9.52240E-01   4.77640E-02   1.19500E+00   5.01318E-23   4.28693E-26   0.00000E+00   1.20497E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.43150E+02   1.72710E+00   3.08330E+01   3.34900E+01   6.99831E-23   9.53200E-01   4.68035E-02   1.19610E+00   5.09934E-23   4.11161E-26   0.00000E+00   1.18665E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.33220E+02   1.74540E+00   3.17830E+01   3.45210E+01   7.21389E-23   9.54150E-01   4.58538E-02   1.19730E+00   5.18140E-23   3.93939E-26   0.00000E+00   1.16812E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.23580E+02   1.76340E+00   3.27610E+01   3.55840E+01   7.43588E-23   9.55090E-01   4.49141E-02   1.19840E+00   5.25895E-23   3.77037E-26   0.00000E+00   1.14938E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.14230E+02   1.78110E+00   3.37680E+01   3.66780E+01   7.66446E-23   9.56020E-01   4.39839E-02   1.19960E+00   5.33157E-23   3.60468E-26   0.00000E+00   1.13040E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
3.05150E+02   1.79850E+00   3.48050E+01   3.78040E+01   7.89979E-23   9.56940E-01   4.30625E-02   1.20070E+00   5.39886E-23   3.44240E-26   0.00000E+00   1.11116E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.96350E+02   1.81560E+00   3.58730E+01   3.89630E+01   8.14206E-23   9.57850E-01   4.21493E-02   1.20180E+00   5.46045E-23   3.28368E-26   0.00000E+00   1.09163E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.87810E+02   1.83220E+00   3.69710E+01   4.01570E+01   8.39146E-23   9.58760E-01   4.12438E-02   1.20300E+00   5.51591E-23   3.12860E-26   0.00000E+00   1.07181E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.79520E+02   1.84840E+00   3.81020E+01   4.13850E+01   8.64816E-23   9.59650E-01   4.03455E-02   1.20410E+00   5.56487E-23   2.97724E-26   0.00000E+00   1.05167E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.71480E+02   1.86400E+00   3.92670E+01   4.26490E+01   8.91238E-23   9.60550E-01   3.94537E-02   1.20520E+00   5.60695E-23   2.82972E-26   0.00000E+00   1.03119E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.63690E+02   1.87900E+00   4.04650E+01   4.39510E+01   9.18430E-23   9.61430E-01   3.85681E-02   1.20630E+00   5.64179E-23   2.68610E-26   0.00000E+00   1.01036E-26   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.56120E+02   1.89340E+00   4.16970E+01   4.52900E+01   9.46412E-23   9.62310E-01   3.76881E-02   1.20740E+00   5.66912E-23   2.54648E-26   0.00000E+00   9.89175E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.48780E+02   1.90700E+00   4.29660E+01   4.66680E+01   9.75205E-23   9.63190E-01   3.68132E-02   1.20850E+00   5.68870E-23   2.41097E-26   0.00000E+00   9.67612E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.41670E+02   1.91980E+00   4.42710E+01   4.80850E+01   1.00483E-22   9.64060E-01   3.59431E-02   1.20960E+00   5.70024E-23   2.27961E-26   0.00000E+00   9.45665E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.34760E+02   1.93170E+00   4.56140E+01   4.95440E+01   1.03531E-22   9.64920E-01   3.50774E-02   1.21070E+00   5.70351E-23   2.15247E-26   0.00000E+00   9.23328E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.28070E+02   1.94270E+00   4.69960E+01   5.10450E+01   1.06667E-22   9.65780E-01   3.42156E-02   1.21180E+00   5.69838E-23   2.02959E-26   0.00000E+00   9.00597E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.21570E+02   1.95260E+00   4.84170E+01   5.25880E+01   1.09892E-22   9.66640E-01   3.33575E-02   1.21280E+00   5.68476E-23   1.91105E-26   0.00000E+00   8.77471E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.15270E+02   1.96140E+00   4.98780E+01   5.41760E+01   1.13209E-22   9.67500E-01   3.25028E-02   1.21390E+00   5.66257E-23   1.79686E-26   0.00000E+00   8.53951E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.09160E+02   1.96900E+00   5.13820E+01   5.58090E+01   1.16622E-22   9.68350E-01   3.16512E-02   1.21500E+00   5.63183E-23   1.68707E-26   0.00000E+00   8.30045E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
2.03230E+02   1.97520E+00   5.29280E+01   5.74880E+01   1.20131E-22   9.69200E-01   3.08025E-02   1.21610E+00   5.59260E-23   1.58168E-26   0.00000E+00   8.05760E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.97480E+02   1.98010E+00   5.45180E+01   5.92150E+01   1.23740E-22   9.70040E-01   2.99565E-02   1.21720E+00   5.54499E-23   1.48071E-26   0.00000E+00   7.81113E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.91900E+02   1.98350E+00   5.61530E+01   6.09910E+01   1.27451E-22   9.70890E-01   2.91132E-02   1.21830E+00   5.48920E-23   1.38415E-26   0.00000E+00   7.56120E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.86480E+02   1.98540E+00   5.78340E+01   6.28170E+01   1.31267E-22   9.71730E-01   2.82726E-02   1.21930E+00   5.42547E-23   1.29198E-26   0.00000E+00   7.30805E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.81230E+02   1.98560E+00   5.95630E+01   6.46950E+01   1.35190E-22   9.72570E-01   2.74345E-02   1.22040E+00   5.35412E-23   1.20419E-26   0.00000E+00   7.05197E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.76140E+02   1.98410E+00   6.13400E+01   6.66250E+01   1.39224E-22   9.73400E-01   2.65992E-02   1.22150E+00   5.27554E-23   1.12073E-26   0.00000E+00   6.79329E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.71190E+02   1.98080E+00   6.31680E+01   6.86100E+01   1.43372E-22   9.74230E-01   2.57668E-02   1.22260E+00   5.19017E-23   1.04156E-26   0.00000E+00   6.53239E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.66390E+02   1.97560E+00   6.50470E+01   7.06510E+01   1.47637E-22   9.75060E-01   2.49374E-02   1.22370E+00   5.09852E-23   9.66619E-27   0.00000E+00   6.26973E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.61740E+02   1.96850E+00   6.69790E+01   7.27490E+01   1.52021E-22   9.75890E-01   2.41115E-02   1.22470E+00   5.00117E-23   8.95833E-27   0.00000E+00   6.00581E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.57220E+02   1.95940E+00   6.89650E+01   7.49060E+01   1.56529E-22   9.76710E-01   2.32895E-02   1.22580E+00   4.89874E-23   8.29125E-27   0.00000E+00   5.74118E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.52830E+02   1.94820E+00   7.10070E+01   7.71240E+01   1.61164E-22   9.77530E-01   2.24719E-02   1.22690E+00   4.79193E-23   7.66406E-27   0.00000E+00   5.47647E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.48570E+02   1.93490E+00   7.31070E+01   7.94050E+01   1.65930E-22   9.78340E-01   2.16593E-02   1.22800E+00   4.68145E-23   7.07575E-27   0.00000E+00   5.21235E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.44430E+02   1.91940E+00   7.52660E+01   8.17500E+01   1.70831E-22   9.79150E-01   2.08524E-02   1.22900E+00   4.56807E-23   6.52521E-27   0.00000E+00   4.94954E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.40410E+02   1.90190E+00   7.74870E+01   8.41620E+01   1.75871E-22   9.79950E-01   2.00521E-02   1.23010E+00   4.45258E-23   6.01128E-27   0.00000E+00   4.68880E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.36510E+02   1.88210E+00   7.97710E+01   8.66430E+01   1.81055E-22   9.80740E-01   1.92593E-02   1.23110E+00   4.33582E-23   5.53270E-27   0.00000E+00   4.43095E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.32720E+02   1.86030E+00   8.21200E+01   8.91950E+01   1.86387E-22   9.81520E-01   1.84751E-02   1.23220E+00   4.21862E-23   5.08817E-27   0.00000E+00   4.17683E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
1.29030E+02   1.83650E+00   8.45370E+01   9.18200E+01   1.91873E-22   9.82300E-01   1.77006E-02   1.23320E+00   4.10185E-23   4.67627E-27   0.00000E+00   3.92727E-27   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
