# T           n_e           n_H           n_ion         rho           FHI           FHII          mu            Losses (L)    L/(n^2)       L_5007        LHalpha       0.1-0.5keV    0.5-1.0keV    1.0-2.0keV    2.0-10.0keV
# (K)         (/cm^3)       (/cm^3)       (/cm^3)       (g/cm^3)                                  (amu)         (erg/cm^3/s)  (erg cm^3/s)  (erg cm^3/s)  (erg cm^3/s)  (fraction)    (fraction)    (fraction)    (fraction)
3.58726E+07   1.74174E-04   1.47710E-04   1.60436E-04   3.35412E-28   5.27480E-09   1.00000E+00   6.03660E-01   4.58230E-31   4.09267E-24   0.00000E+00   1.64425E-30   1.62540E-01   1.42260E-01   2.23900E-01   3.74460E-01
3.47457E+07   1.79861E-04   1.52533E-04   1.65675E-04   3.46364E-28   5.45028E-09   1.00000E+00   6.03660E-01   4.85165E-31   4.06354E-24   0.00000E+00   1.72590E-30   1.64960E-01   1.43790E-01   2.26790E-01   3.65630E-01
3.36536E+07   1.85737E-04   1.57517E-04   1.71087E-04   3.57680E-28   5.63163E-09   1.00000E+00   6.03660E-01   5.13983E-31   4.03683E-24   0.00000E+00   1.81163E-30   1.67340E-01   1.45250E-01   2.29660E-01   3.56720E-01
3.25949E+07   1.91808E-04   1.62666E-04   1.76680E-04   3.69372E-28   5.81904E-09   1.00000E+00   6.03660E-01   5.44855E-31   4.01268E-24   0.00000E+00   1.90163E-30   1.69760E-01   1.46050E-01   2.32520E-01   3.47670E-01
3.15688E+07   1.98081E-04   1.67986E-04   1.82459E-04   3.81454E-28   6.01270E-09   1.00000E+00   6.03660E-01   5.77949E-31   3.99106E-24   0.00000E+00   1.99612E-30   1.72040E-01   1.47350E-01   2.35360E-01   3.38510E-01
3.05741E+07   2.04564E-04   1.73484E-04   1.88431E-04   3.93938E-28   6.21280E-09   1.00000E+00   6.03660E-01   6.13463E-31   3.97205E-24   0.00000E+00   2.09532E-30   1.74260E-01   1.48590E-01   2.38190E-01   3.29260E-01
2.96099E+07   2.11264E-04   1.79167E-04   1.94603E-04   4.06842E-28   6.41958E-09   1.00000E+00   6.03660E-01   6.51659E-31   3.95597E-24   0.00000E+00   2.19946E-30   1.76410E-01   1.49750E-01   2.41020E-01   3.19900E-01
2.86752E+07   2.18190E-04   1.85040E-04   2.00982E-04   4.20180E-28   6.63333E-09   1.00000E+00   6.03660E-01   6.92808E-31   3.94301E-24   0.00000E+00   2.30883E-30   1.78550E-01   1.50820E-01   2.43480E-01   3.10430E-01
2.77689E+07   2.25349E-04   1.91113E-04   2.07578E-04   4.33968E-28   6.85433E-09   1.00000E+00   6.03660E-01   7.37222E-31   3.93341E-24   0.00000E+00   2.42371E-30   1.80550E-01   1.51820E-01   2.46280E-01   3.00890E-01
2.68903E+07   2.32752E-04   1.97391E-04   2.14397E-04   4.48224E-28   7.08290E-09   1.00000E+00   6.03660E-01   7.85260E-31   3.92744E-24   0.00000E+00   2.54441E-30   1.82460E-01   1.52730E-01   2.49090E-01   2.91270E-01
2.60382E+07   2.40407E-04   2.03883E-04   2.21448E-04   4.62966E-28   7.31938E-09   1.00000E+00   6.03660E-01   8.37334E-31   3.92543E-24   0.00000E+00   2.67126E-30   1.84270E-01   1.53550E-01   2.51900E-01   2.81570E-01
2.52120E+07   2.48324E-04   2.10598E-04   2.28742E-04   4.78215E-28   7.56412E-09   1.00000E+00   6.03660E-01   8.93920E-31   3.92773E-24   0.00000E+00   2.80460E-30   1.85980E-01   1.54290E-01   2.54740E-01   2.71780E-01
2.44107E+07   2.56515E-04   2.17545E-04   2.36287E-04   4.93989E-28   7.81751E-09   1.00000E+00   6.03660E-01   9.55571E-31   3.93476E-24   0.00000E+00   2.94482E-30   1.87570E-01   1.54970E-01   2.57630E-01   2.61920E-01
2.36334E+07   2.64990E-04   2.24733E-04   2.44095E-04   5.10312E-28   8.07994E-09   1.00000E+00   6.03660E-01   1.02293E-30   3.94698E-24   0.00000E+00   3.09233E-30   1.89040E-01   1.55570E-01   2.60580E-01   2.52050E-01
2.28794E+07   2.73762E-04   2.32173E-04   2.52176E-04   5.27206E-28   8.35181E-09   1.00000E+00   6.03670E-01   1.09676E-30   3.96498E-24   0.00000E+00   3.24753E-30   1.90380E-01   1.56140E-01   2.63560E-01   2.42050E-01
2.21479E+07   2.82844E-04   2.39876E-04   2.60542E-04   5.44697E-28   8.63353E-09   1.00000E+00   6.03670E-01   1.17796E-30   3.98944E-24   0.00000E+00   3.41089E-30   1.91580E-01   1.56670E-01   2.66610E-01   2.31940E-01
2.14380E+07   2.92250E-04   2.47854E-04   2.69207E-04   5.62813E-28   8.92556E-09   1.00000E+00   6.03670E-01   1.26759E-30   4.02111E-24   0.00000E+00   3.58290E-30   1.92620E-01   1.57220E-01   2.69680E-01   2.21740E-01
2.07489E+07   3.01995E-04   2.56119E-04   2.78185E-04   5.81581E-28   9.22839E-09   1.00000E+00   6.03670E-01   1.36693E-30   4.06089E-24   0.00000E+00   3.76407E-30   1.93490E-01   1.57810E-01   2.72840E-01   2.11430E-01
2.00800E+07   3.12094E-04   2.64686E-04   2.87489E-04   6.01034E-28   9.54252E-09   1.00000E+00   6.03670E-01   1.47747E-30   4.10978E-24   0.00000E+00   3.95498E-30   1.94180E-01   1.58510E-01   2.76060E-01   2.01010E-01
1.94305E+07   3.22567E-04   2.73568E-04   2.97137E-04   6.21204E-28   9.86853E-09   1.00000E+00   6.03670E-01   1.60101E-30   4.16893E-24   0.00000E+00   4.15624E-30   1.94680E-01   1.59400E-01   2.79320E-01   1.90500E-01
1.87997E+07   3.33430E-04   2.82783E-04   3.07146E-04   6.42128E-28   1.02070E-08   1.00000E+00   6.03670E-01   1.73967E-30   4.23961E-24   0.00000E+00   4.36851E-30   1.94970E-01   1.60570E-01   2.82570E-01   1.79890E-01
1.81869E+07   3.44704E-04   2.92346E-04   3.17532E-04   6.63843E-28   1.05586E-08   1.00000E+00   6.03670E-01   1.89593E-30   4.32311E-24   0.00000E+00   4.59252E-30   1.95050E-01   1.62160E-01   2.85780E-01   1.69220E-01
1.75916E+07   3.56409E-04   3.02275E-04   3.28317E-04   6.86388E-28   1.09240E-08   1.00000E+00   6.03680E-01   2.07279E-30   4.42102E-24   0.00000E+00   4.82903E-30   1.94900E-01   1.64230E-01   2.88200E-01   1.58510E-01
1.70132E+07   3.68566E-04   3.12587E-04   3.39518E-04   7.09806E-28   1.13039E-08   1.00000E+00   6.03680E-01   2.27364E-30   4.53474E-24   0.00000E+00   5.07885E-30   1.94530E-01   1.67090E-01   2.90660E-01   1.47820E-01
1.64512E+07   3.81197E-04   3.23302E-04   3.51155E-04   7.34136E-28   1.16990E-08   1.00000E+00   6.03680E-01   2.50236E-30   4.66562E-24   0.00000E+00   5.34284E-30   1.93960E-01   1.70860E-01   2.92530E-01   1.37210E-01
1.59053E+07   3.94321E-04   3.34435E-04   3.63248E-04   7.59417E-28   1.21101E-08   1.00000E+00   6.03680E-01   2.76314E-30   4.81458E-24   0.00000E+00   5.62187E-30   1.93190E-01   1.75760E-01   2.93570E-01   1.26760E-01
1.53752E+07   4.07956E-04   3.46003E-04   3.75812E-04   7.85684E-28   1.25378E-08   1.00000E+00   6.03680E-01   3.06029E-30   4.98181E-24   0.00000E+00   5.91682E-30   1.92280E-01   1.81490E-01   2.93420E-01   1.16580E-01
1.48608E+07   4.22116E-04   3.58016E-04   3.88860E-04   8.12962E-28   1.29827E-08   1.00000E+00   6.03690E-01   3.39791E-30   5.16649E-24   0.00000E+00   6.22854E-30   1.91290E-01   1.88870E-01   2.91860E-01   1.06750E-01
1.43623E+07   4.36809E-04   3.70481E-04   4.02399E-04   8.41267E-28   1.34453E-08   1.00000E+00   6.03690E-01   3.77931E-30   5.36628E-24   0.00000E+00   6.55781E-30   1.90270E-01   1.97660E-01   2.88570E-01   9.73757E-02
1.38797E+07   4.52035E-04   3.83399E-04   4.16430E-04   8.70601E-28   1.39259E-08   1.00000E+00   6.03690E-01   4.20629E-30   5.57692E-24   0.00000E+00   6.90530E-30   1.89300E-01   2.07150E-01   2.83350E-01   8.85578E-02
1.34134E+07   4.67789E-04   3.96765E-04   4.30948E-04   9.00952E-28   1.44247E-08   1.00000E+00   6.03700E-01   4.67909E-30   5.79291E-24   0.00000E+00   7.27155E-30   1.88460E-01   2.18130E-01   2.76160E-01   8.03724E-02
1.29636E+07   4.84059E-04   4.10569E-04   4.45942E-04   9.32299E-28   1.49416E-08   1.00000E+00   6.03700E-01   5.19520E-30   6.00671E-24   0.00000E+00   7.65693E-30   1.87830E-01   2.29990E-01   2.67110E-01   7.28765E-02
1.25304E+07   5.00828E-04   4.24798E-04   4.61396E-04   9.64609E-28   1.54763E-08   1.00000E+00   6.03700E-01   5.74988E-30   6.21020E-24   0.00000E+00   8.06172E-30   1.87490E-01   2.41860E-01   2.56420E-01   6.60667E-02
1.21139E+07   5.18083E-04   4.39439E-04   4.77298E-04   9.97854E-28   1.60286E-08   1.00000E+00   6.03710E-01   6.33662E-30   6.39557E-24   0.00000E+00   8.48616E-30   1.87490E-01   2.54230E-01   2.44550E-01   5.99853E-02
1.17139E+07   5.35811E-04   4.54482E-04   4.93637E-04   1.03201E-27   1.65981E-08   1.00000E+00   6.03710E-01   6.94825E-30   6.55642E-24   0.00000E+00   8.93044E-30   1.87880E-01   2.66470E-01   2.31880E-01   5.45663E-02
1.13298E+07   5.54009E-04   4.69923E-04   5.10409E-04   1.06708E-27   1.71845E-08   1.00000E+00   6.03720E-01   7.57800E-30   6.68853E-24   0.00000E+00   9.39487E-30   1.88670E-01   2.78350E-01   2.18840E-01   4.97520E-02
1.09610E+07   5.72682E-04   4.85768E-04   5.27619E-04   1.10306E-27   1.77879E-08   1.00000E+00   6.03720E-01   8.22060E-30   6.79017E-24   0.00000E+00   9.87994E-30   1.89870E-01   2.89620E-01   2.05800E-01   4.54730E-02
1.06068E+07   5.91844E-04   5.02028E-04   5.45280E-04   1.13998E-27   1.84083E-08   1.00000E+00   6.03720E-01   8.87290E-30   6.86199E-24   0.00000E+00   1.03863E-29   1.91440E-01   3.00260E-01   1.93090E-01   4.16566E-02
1.02661E+07   6.11516E-04   5.18721E-04   5.63411E-04   1.17788E-27   1.90464E-08   1.00000E+00   6.03730E-01   9.53370E-30   6.90621E-24   0.00000E+00   1.09150E-29   1.93330E-01   3.10180E-01   1.80950E-01   3.82349E-02
9.93822E+06   6.31726E-04   5.35871E-04   5.82038E-04   1.21683E-27   1.97029E-08   1.00000E+00   6.03730E-01   1.02048E-29   6.92688E-24   0.00000E+00   1.14672E-29   1.95450E-01   3.19330E-01   1.69550E-01   3.51431E-02
9.62224E+06   6.52505E-04   5.53503E-04   6.01189E-04   1.25686E-27   2.03785E-08   1.00000E+00   6.03740E-01   1.08890E-29   6.92796E-24   0.00000E+00   1.20441E-29   1.97720E-01   3.27720E-01   1.59030E-01   3.23337E-02
9.31740E+06   6.73887E-04   5.71647E-04   6.20897E-04   1.29806E-27   2.10746E-08   1.00000E+00   6.03740E-01   1.15905E-29   6.91364E-24   0.00000E+00   1.26473E-29   2.00040E-01   3.35340E-01   1.49390E-01   2.97574E-02
9.02302E+06   6.95907E-04   5.90333E-04   6.41192E-04   1.34050E-27   2.17925E-08   1.00000E+00   6.03740E-01   1.23143E-29   6.88786E-24   0.00000E+00   1.32786E-29   2.02330E-01   3.42180E-01   1.40750E-01   2.73795E-02
8.73849E+06   7.18600E-04   6.09590E-04   6.62109E-04   1.38422E-27   2.25335E-08   1.00000E+00   6.03750E-01   1.30661E-29   6.85399E-24   0.00000E+00   1.39398E-29   2.04500E-01   3.48240E-01   1.33080E-01   2.51779E-02
8.46328E+06   7.42002E-04   6.29449E-04   6.83678E-04   1.42932E-27   2.32991E-08   1.00000E+00   6.03750E-01   1.38516E-29   6.81484E-24   0.00000E+00   1.46329E-29   2.06480E-01   3.53470E-01   1.26200E-01   2.31205E-02
8.19692E+06   7.66148E-04   6.49939E-04   7.05933E-04   1.47584E-27   2.40909E-08   1.00000E+00   6.03750E-01   1.46764E-29   6.77262E-24   0.00000E+00   1.53598E-29   2.08210E-01   3.57820E-01   1.20090E-01   2.11990E-02
7.93901E+06   7.91072E-04   6.71088E-04   7.28905E-04   1.52387E-27   2.49102E-08   1.00000E+00   6.03760E-01   1.55463E-29   6.72902E-24   0.00000E+00   1.61228E-29   2.09680E-01   3.61260E-01   1.14650E-01   1.94020E-02
7.68921E+06   8.16807E-04   6.92927E-04   7.52625E-04   1.57346E-27   2.57585E-08   1.00000E+00   6.03760E-01   1.64665E-29   6.68525E-24   0.00000E+00   1.69240E-29   2.10850E-01   3.63730E-01   1.09790E-01   1.77264E-02
7.44718E+06   8.43387E-04   7.15483E-04   7.77124E-04   1.62468E-27   2.66374E-08   1.00000E+00   6.03760E-01   1.74428E-29   6.64220E-24   0.00000E+00   1.77656E-29   2.11730E-01   3.65250E-01   1.05720E-01   1.61543E-02
7.21266E+06   8.70844E-04   7.38784E-04   8.02432E-04   1.67759E-27   2.75481E-08   1.00000E+00   6.03760E-01   1.84805E-29   6.60053E-24   0.00000E+00   1.86498E-29   2.12340E-01   3.65640E-01   1.01420E-01   1.46870E-02
6.98537E+06   8.99215E-04   7.62859E-04   8.28582E-04   1.73226E-27   2.84919E-08   1.00000E+00   6.03770E-01   1.95843E-29   6.56027E-24   0.00000E+00   1.95789E-29   2.12740E-01   3.64630E-01   9.73289E-02   1.33210E-02
6.76505E+06   9.28534E-04   7.87740E-04   8.55607E-04   1.78876E-27   2.94704E-08   1.00000E+00   6.03770E-01   2.07627E-29   6.52269E-24   0.00000E+00   2.05555E-29   2.12920E-01   3.62850E-01   9.34696E-02   1.20503E-02
6.55149E+06   9.58837E-04   8.13456E-04   8.83538E-04   1.84715E-27   3.04850E-08   1.00000E+00   6.03770E-01   2.20217E-29   6.48777E-24   0.00000E+00   2.15820E-29   2.12940E-01   3.60000E-01   8.96887E-02   1.08717E-02
6.34445E+06   9.90161E-04   8.40039E-04   9.12411E-04   1.90751E-27   3.15371E-08   1.00000E+00   6.03780E-01   2.33688E-29   6.45585E-24   0.00000E+00   2.26612E-29   2.12620E-01   3.56540E-01   8.60179E-02   9.78112E-03
6.14373E+06   1.02254E-03   8.67522E-04   9.42262E-04   1.96992E-27   3.26282E-08   1.00000E+00   6.03780E-01   2.48121E-29   6.42724E-24   0.00000E+00   2.37958E-29   2.12440E-01   3.51420E-01   8.21813E-02   8.77509E-03
5.94911E+06   1.05603E-03   8.95939E-04   9.73127E-04   2.03445E-27   3.37602E-08   1.00000E+00   6.03780E-01   2.63614E-29   6.40233E-24   0.00000E+00   2.49890E-29   2.12210E-01   3.45230E-01   7.82988E-02   7.84873E-03
5.76042E+06   1.09066E-03   9.25326E-04   1.00505E-03   2.10118E-27   3.49347E-08   1.00000E+00   6.03790E-01   2.80274E-29   6.38152E-24   0.00000E+00   2.62439E-29   2.12000E-01   3.38260E-01   7.43600E-02   6.99738E-03
5.57745E+06   1.12647E-03   9.55721E-04   1.03806E-03   2.17020E-27   3.61538E-08   1.00000E+00   6.03790E-01   2.98222E-29   6.36521E-24   0.00000E+00   2.75640E-29   2.11830E-01   3.30450E-01   7.03722E-02   6.21687E-03
5.40002E+06   1.16351E-03   9.87162E-04   1.07221E-03   2.24159E-27   3.74193E-08   1.00000E+00   6.03790E-01   3.17593E-29   6.35381E-24   0.00000E+00   2.89529E-29   2.11720E-01   3.21880E-01   6.63552E-02   5.50311E-03
5.22797E+06   1.20184E-03   1.01969E-03   1.10754E-03   2.31545E-27   3.87334E-08   1.00000E+00   6.03800E-01   3.38544E-29   6.34782E-24   0.00000E+00   3.04145E-29   2.11690E-01   3.12630E-01   6.23345E-02   4.85213E-03
5.06111E+06   1.24150E-03   1.05335E-03   1.14410E-03   2.39189E-27   4.00985E-08   1.00000E+00   6.03800E-01   3.61259E-29   6.34784E-24   0.00000E+00   3.19530E-29   2.11750E-01   3.02820E-01   5.83371E-02   4.26323E-03
4.89927E+06   1.28254E-03   1.08818E-03   1.18194E-03   2.47099E-27   4.15167E-08   1.00000E+00   6.03800E-01   3.85960E-29   6.35468E-24   0.00000E+00   3.35727E-29   2.11910E-01   2.93410E-01   5.44010E-02   3.72496E-03
4.74228E+06   1.32503E-03   1.12425E-03   1.22111E-03   2.55288E-27   4.29909E-08   1.00000E+00   6.03810E-01   4.12914E-29   6.36938E-24   0.00000E+00   3.52784E-29   2.12140E-01   2.82460E-01   5.05201E-02   3.23880E-03
4.58999E+06   1.36902E-03   1.16159E-03   1.26167E-03   2.63769E-27   4.45237E-08   1.00000E+00   6.03810E-01   4.42354E-29   6.39189E-24   0.00000E+00   3.70753E-29   2.12470E-01   2.71330E-01   4.67245E-02   2.80179E-03
4.44221E+06   1.41460E-03   1.20028E-03   1.30369E-03   2.72554E-27   4.61181E-08   1.00000E+00   6.03820E-01   4.74835E-29   6.42615E-24   0.00000E+00   3.89690E-29   2.12750E-01   2.60430E-01   4.31292E-02   2.40951E-03
4.29874E+06   1.46184E-03   1.24039E-03   1.34725E-03   2.81660E-27   4.77779E-08   1.00000E+00   6.03820E-01   5.10788E-29   6.47303E-24   0.00000E+00   4.09659E-29   2.12980E-01   2.48810E-01   3.95567E-02   2.05902E-03
4.15943E+06   1.51083E-03   1.28198E-03   1.39243E-03   2.91104E-27   4.95067E-08   1.00000E+00   6.03830E-01   5.50803E-29   6.53468E-24   0.00000E+00   4.30730E-29   2.13110E-01   2.37010E-01   3.61136E-02   1.74754E-03
4.02412E+06   1.56167E-03   1.32513E-03   1.43930E-03   3.00904E-27   5.13087E-08   1.00000E+00   6.03830E-01   5.95599E-29   6.61351E-24   0.00000E+00   4.52974E-29   2.13090E-01   2.25040E-01   3.28108E-02   1.47223E-03
3.89265E+06   1.61444E-03   1.36994E-03   1.48796E-03   3.11077E-27   5.31884E-08   1.00000E+00   6.03840E-01   6.46045E-29   6.71224E-24   0.00000E+00   4.76475E-29   2.12850E-01   2.12940E-01   2.96581E-02   1.23037E-03
3.76487E+06   1.66926E-03   1.41648E-03   1.53852E-03   3.21647E-27   5.51507E-08   1.00000E+00   6.03840E-01   7.03207E-29   6.83398E-24   0.00000E+00   5.01322E-29   2.12310E-01   2.00720E-01   2.66638E-02   1.01933E-03
3.64064E+06   1.72625E-03   1.46487E-03   1.59108E-03   3.32635E-27   5.72009E-08   1.00000E+00   6.03850E-01   7.68383E-29   6.98233E-24   0.00000E+00   5.27612E-29   2.11430E-01   1.88440E-01   2.38338E-02   8.36465E-04
3.51981E+06   1.78554E-03   1.51522E-03   1.64576E-03   3.44067E-27   5.93450E-08   1.00000E+00   6.03860E-01   8.43152E-29   7.16124E-24   0.00000E+00   5.55451E-29   2.10130E-01   1.76140E-01   2.11736E-02   6.79330E-04
3.40225E+06   1.84726E-03   1.56763E-03   1.70269E-03   3.55969E-27   6.15894E-08   1.00000E+00   6.03860E-01   9.29487E-29   7.37561E-24   0.00000E+00   5.84957E-29   2.08330E-01   1.63880E-01   1.86860E-02   5.45495E-04
3.28785E+06   1.91157E-03   1.62225E-03   1.76201E-03   3.68370E-27   6.39408E-08   1.00000E+00   6.03870E-01   1.02975E-28   7.63055E-24   0.00000E+00   6.16258E-29   2.05970E-01   1.51750E-01   1.63773E-02   4.32660E-04
3.17649E+06   1.97860E-03   1.67918E-03   1.82385E-03   3.81300E-27   6.64069E-08   1.00000E+00   6.03880E-01   1.14682E-28   7.93174E-24   0.00000E+00   6.49490E-29   2.02960E-01   1.40420E-01   1.42420E-02   3.38607E-04
3.06809E+06   2.04853E-03   1.73858E-03   1.88837E-03   3.94788E-27   6.89954E-08   1.00000E+00   6.03890E-01   1.28414E-28   8.28521E-24   0.00000E+00   6.84801E-29   1.99260E-01   1.28630E-01   1.22817E-02   2.61212E-04
2.96259E+06   2.12150E-03   1.80057E-03   1.95570E-03   4.08864E-27   7.17144E-08   1.00000E+00   6.03900E-01   1.44578E-28   8.69719E-24   0.00000E+00   7.22345E-29   1.94830E-01   1.17320E-01   1.04994E-02   1.98434E-04
2.85993E+06   2.19766E-03   1.86528E-03   2.02598E-03   4.23558E-27   7.45723E-08   1.00000E+00   6.03910E-01   1.63659E-28   9.17411E-24   0.00000E+00   7.62282E-29   1.89670E-01   1.06560E-01   8.89335E-03   1.48317E-04
2.76010E+06   2.27717E-03   1.93284E-03   2.09936E-03   4.38898E-27   7.75777E-08   1.00000E+00   6.03920E-01   1.86229E-28   9.72273E-24   0.00000E+00   8.04782E-29   1.83780E-01   9.64162E-02   7.46040E-03   1.08990E-04
2.66306E+06   2.36015E-03   2.00335E-03   2.17595E-03   4.54910E-27   8.07393E-08   1.00000E+00   6.03930E-01   2.12973E-28   1.03505E-23   0.00000E+00   8.50018E-29   1.77270E-01   8.69346E-02   6.19524E-03   7.86906E-05
2.56881E+06   2.44675E-03   2.07695E-03   2.25589E-03   4.71623E-27   8.40660E-08   1.00000E+00   6.03950E-01   2.44702E-28   1.10651E-23   0.00000E+00   8.98170E-29   1.70260E-01   7.81225E-02   5.09082E-03   5.57920E-05
2.47732E+06   2.53710E-03   2.15375E-03   2.33931E-03   4.89062E-27   8.75670E-08   1.00000E+00   6.03960E-01   2.82394E-28   1.18756E-23   0.00000E+00   9.49427E-29   1.62820E-01   6.99603E-02   4.13804E-03   3.88296E-05
2.38861E+06   2.63132E-03   2.23385E-03   2.42630E-03   5.07249E-27   9.12515E-08   1.00000E+00   6.03980E-01   3.27115E-28   1.27882E-23   0.00000E+00   1.00398E-28   1.55100E-01   6.24368E-02   3.32749E-03   2.65322E-05
2.30272E+06   2.72945E-03   2.31727E-03   2.51691E-03   5.26192E-27   9.51269E-08   1.00000E+00   6.03990E-01   3.79909E-28   1.38027E-23   0.00000E+00   1.06199E-28   1.47170E-01   5.55537E-02   2.64884E-03   1.78157E-05
2.21977E+06   2.83142E-03   2.40396E-03   2.61107E-03   5.45878E-27   9.91972E-08   1.00000E+00   6.04010E-01   4.41534E-28   1.49063E-23   0.00000E+00   1.12356E-28   1.39330E-01   4.93337E-02   2.09098E-03   1.17819E-05
2.13994E+06   2.93700E-03   2.49374E-03   2.70858E-03   5.66264E-27   1.03461E-07   1.00000E+00   6.04030E-01   5.12135E-28   1.60682E-23   0.00000E+00   1.18874E-28   1.31780E-01   4.38061E-02   1.64136E-03   7.70051E-06
2.06343E+06   3.04585E-03   2.58630E-03   2.80912E-03   5.87282E-27   1.07912E-07   1.00000E+00   6.04040E-01   5.91007E-28   1.72402E-23   0.00000E+00   1.25744E-28   1.24410E-01   3.89825E-02   1.28580E-03   4.99523E-06
1.99039E+06   3.15758E-03   2.68130E-03   2.91231E-03   6.08855E-27   1.12538E-07   1.00000E+00   6.04060E-01   6.76654E-28   1.83656E-23   0.00000E+00   1.32952E-28   1.18190E-01   3.48319E-02   1.00886E-03   3.22905E-06
1.92083E+06   3.27185E-03   2.77848E-03   3.01786E-03   6.30923E-27   1.17328E-07   1.00000E+00   6.04070E-01   7.67254E-28   1.93945E-23   0.00000E+00   1.40487E-28   1.12980E-01   3.12776E-02   7.95022E-04   2.08570E-06
1.85464E+06   3.38856E-03   2.87774E-03   3.12566E-03   6.53460E-27   1.22276E-07   1.00000E+00   6.04090E-01   8.61312E-28   2.02972E-23   0.00000E+00   1.48341E-28   1.08680E-01   2.82121E-02   6.29944E-04   1.34716E-06
1.79156E+06   3.50778E-03   2.97914E-03   3.23580E-03   6.76485E-27   1.27386E-07   1.00000E+00   6.04110E-01   9.58177E-28   2.10700E-23   0.00000E+00   1.56525E-28   1.05340E-01   2.55362E-02   5.01805E-04   8.69132E-07
1.73131E+06   3.62980E-03   3.08291E-03   3.34852E-03   7.00051E-27   1.32668E-07   1.00000E+00   6.04120E-01   1.05816E-27   2.17295E-23   0.00000E+00   1.65061E-28   1.02820E-01   2.31132E-02   4.00829E-04   5.58769E-07
1.67357E+06   3.75498E-03   3.18938E-03   3.46416E-03   7.24226E-27   1.38142E-07   1.00000E+00   6.04140E-01   1.16228E-27   2.23018E-23   0.00000E+00   1.73981E-28   1.00970E-01   2.09004E-02   3.20263E-04   3.56989E-07
1.61808E+06   3.88369E-03   3.29885E-03   3.58306E-03   7.49085E-27   1.43830E-07   1.00000E+00   6.04150E-01   1.27191E-27   2.28136E-23   0.00000E+00   1.83324E-28   9.96585E-02   1.88470E-02   2.55576E-04   2.26060E-07
1.56464E+06   4.01628E-03   3.41163E-03   3.70556E-03   7.74694E-27   1.49753E-07   1.00000E+00   6.04160E-01   1.38848E-27   2.32862E-23   0.00000E+00   1.93129E-28   9.87464E-02   1.69259E-02   2.03344E-04   1.41585E-07
1.51309E+06   4.15306E-03   3.52796E-03   3.83191E-03   8.01110E-27   1.55932E-07   1.00000E+00   6.04180E-01   1.51328E-27   2.37341E-23   0.00000E+00   2.03434E-28   9.81593E-02   1.51255E-02   1.61108E-04   8.75705E-08
1.46333E+06   4.29425E-03   3.64806E-03   3.96235E-03   8.28380E-27   1.62387E-07   1.00000E+00   6.04190E-01   1.64738E-27   2.41652E-23   0.00000E+00   2.14274E-28   9.78258E-02   1.34436E-02   1.27014E-04   5.34285E-08
1.41526E+06   4.44005E-03   3.77207E-03   4.09705E-03   8.56541E-27   1.69134E-07   1.00000E+00   6.04200E-01   1.79162E-27   2.45825E-23   0.00000E+00   2.25680E-28   9.75394E-02   1.18817E-02   9.95976E-05   3.21329E-08
1.36882E+06   4.59063E-03   3.90016E-03   4.23617E-03   8.85626E-27   1.76189E-07   1.00000E+00   6.04220E-01   1.94670E-27   2.49857E-23   0.00000E+00   2.37683E-28   9.74658E-02   1.04419E-02   7.76624E-05   1.90403E-08
1.32395E+06   4.74614E-03   4.03244E-03   4.37985E-03   9.15663E-27   1.83567E-07   1.00000E+00   6.04230E-01   2.11317E-27   2.53731E-23   0.00000E+00   2.50312E-28   9.74606E-02   9.12497E-03   6.02114E-05   1.11116E-08
1.28061E+06   4.90673E-03   4.16903E-03   4.52821E-03   9.46681E-27   1.91283E-07   1.00000E+00   6.04240E-01   2.29152E-27   2.57422E-23   0.00000E+00   2.63595E-28   9.73061E-02   7.93011E-03   4.64099E-05   6.38442E-09
1.23874E+06   5.07253E-03   4.31007E-03   4.68140E-03   9.78706E-27   1.99352E-07   1.00000E+00   6.04250E-01   2.48221E-27   2.60903E-23   0.00000E+00   2.77562E-28   9.73886E-02   6.85450E-03   3.55605E-05   3.61048E-09
1.19829E+06   5.24369E-03   4.45567E-03   4.83954E-03   1.01177E-26   2.07791E-07   1.00000E+00   6.04270E-01   2.68559E-27   2.64144E-23   0.00000E+00   2.92244E-28   9.73262E-02   5.89366E-03   2.70841E-05   2.00898E-09
1.15923E+06   5.42034E-03   4.60594E-03   5.00276E-03   1.04589E-26   2.16617E-07   1.00000E+00   6.04280E-01   2.90192E-27   2.67110E-23   0.00000E+00   3.07673E-28   9.71933E-02   5.04174E-03   2.05029E-05   1.09958E-09
1.12150E+06   5.60263E-03   4.76102E-03   5.17120E-03   1.08110E-26   2.25851E-07   1.00000E+00   6.04290E-01   3.13130E-27   2.69764E-23   0.00000E+00   3.23884E-28   9.69911E-02   4.29188E-03   1.54257E-05   5.91831E-10
1.08506E+06   5.79068E-03   4.92100E-03   5.34496E-03   1.11743E-26   2.35512E-07   1.00000E+00   6.04300E-01   3.37363E-27   2.72061E-23   0.00000E+00   3.40913E-28   9.66957E-02   3.63646E-03   1.15341E-05   3.13204E-10
1.04989E+06   5.98463E-03   5.08599E-03   5.52417E-03   1.15490E-26   2.45621E-07   1.00000E+00   6.04310E-01   3.62853E-27   2.73950E-23   0.00000E+00   3.58794E-28   9.63310E-02   3.06746E-03   8.57070E-06   1.62939E-10
